no,shopname,localname,code1,codename1,code2,codename2,code3,codename3,code4,codename4,citycode,city,gucode,gu,dongcode,dong,jibuaddress,address,oldpostcode,postcode,lng,lat
21798483,하이렌터카,,F,생활서비스,F07,물품기기대여,F07A11,렌트카,L69110,"자동차 임대업",11,서울특별시,11305,강북구,1130510200,번동,"서울특별시 강북구 번동 428-3","서울특별시 강북구 한천로 924-12",142060,1136,""127.037401746585"",""37.6347098514117""
21798563,미스미스노래짱,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,"노래연습장 운영업",11,서울특별시,11410,서대문구,1141011000,북아현동,"서울특별시 서대문구 북아현동 1-1183","서울특별시 서대문구 북아현로22나길 13-25",120866,3747,""126.953216092035"",""37.5671181787203""
21794165,가정의상실,,D,소매,D05,의복의류,D05A06,맞춤양장/양장점,G47413,"남녀용 정장 소매업",11,서울특별시,11290,성북구,1129010100,성북동,"서울특별시 성북구 성북동 185-9","서울특별시 성북구 성북로 47",136875,2880,""127.002715011919"",""37.5918838299787""
21704562,대우동삼아파트관리사무소,,Q,음식,Q04,분식,Q04A04,우동전문점,I56194,"분식 및 김밥 전문점",26,부산광역시,26350,해운대구,2635010500,우동,"부산광역시 해운대구 우동 1007-16","부산광역시 해운대구 해운대로452번길 18",612770,48089,""129.140304832627"",""35.1632605853461""
21780042,성호아이디,,D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,"그외 기타 분류안된 가정용품 소매업",11,서울특별시,11290,성북구,1129013800,장위동,"서울특별시 성북구 장위동 74-295","서울특별시 성북구 장위로 140-1",136140,2770,""127.052294025304"",""37.6138182079252""
21707036,한국외환은행,,Q,음식,Q14,기타음식업,Q14A01,구내식당/자급식음식점,I56120,기관구내식당업,26,부산광역시,26380,사하구,2638010200,당리동,"부산광역시 사하구 당리동 304-1","부산광역시 사하구 낙동대로 448",604829,49326,""128.969798316761"",""35.1052528738587""
21591640,창동학원,,R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,"일반 교과 학원",11,서울특별시,11320,도봉구,1132010700,창동,"서울특별시 도봉구 창동 750-2","서울특별시 도봉구 도봉로136가길 4",132040,1401,""127.041555881102"",""37.6588283071496""
21582706,대성종합설비,,F,생활서비스,F15,주택수리,F15A03,배관난방보일러,F42201,"배관 및 냉·난방 공사업",11,서울특별시,11530,구로구,1153010100,신도림동,"서울특별시 구로구 신도림동 406-1","서울특별시 구로구 경인로 577",152887,8212,""126.880898201104"",""37.5040668669735""
21591900,KCC페인트성림상사,,D,소매,D22,페인트/유리제품소매,D22A01,페인트/유리제품소매,G47519,"페인트, 유리 및 기타 건설자재 소매업",26,부산광역시,26200,영도구,2620010400,대평동2가,"부산광역시 영도구 대평동2가 152","부산광역시 영도구 대평로 46",606022,49039,""129.033170282443"",""35.0926054991098""
21801175,스카이부동산공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11410,서대문구,1141011700,연희동,"서울특별시 서대문구 연희동 739","서울특별시 서대문구 연희로 38-20",120733,3781,""126.92855476802"",""37.5620853878364""
21820147,올인노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,"노래연습장 운영업",26,부산광역시,26470,연제구,2647010200,연산동,"부산광역시 연제구 연산동 307-33","부산광역시 연제구 과정로 326-1",611080,47561,""129.092188888202"",""35.1898982216445""
21724703,빨간펜수학의달인,,R,학문/교육,R13,학문교육기타,R13A01,학습지보급,P85503,"방문 교육 학원",11,서울특별시,11290,성북구,1129013800,장위동,"서울특별시 성북구 장위동 316-3","서울특별시 성북구 월계로40길 7",136140,2759,""127.048395632063"",""37.6228602945652""
21802545,큰기와집한정식,,Q,음식,Q01,한식,Q01A04,한정식전문,I56111,"한식 음식점업",11,서울특별시,11110,종로구,1111014200,소격동,"서울특별시 종로구 소격동 122-3","서울특별시 종로구 북촌로5길 62",110200,3053,""126.981612508427"",""37.5799270599489""
21803585,중랑구박현무용학원,,R,학문/교육,R05,학원-음악미술무용,R05A05,학원-무용,P85620,"예술 학원",11,서울특별시,11260,중랑구,1126010300,중화동,"서울특별시 중랑구 중화동 284-8","서울특별시 중랑구 동일로 820",131120,2050,""127.079343432829"",""37.6036343149533""
21708536,삼모스포렉스볼링쎈타,,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A06,볼링장,R91134,"볼링장 운영업",11,서울특별시,11620,관악구,1162010200,신림동,"서울특별시 관악구 신림동 1638-32","서울특별시 관악구 신림로59길 23",151730,8776,""126.928567965206"",""37.4828476728647""
21784062,한전석유,,D,소매,D25,기타판매업,D25A08,유류판매,G47722,"가정용 액체연료 소매업",11,서울특별시,11215,광진구,1121510100,중곡동,"서울특별시 광진구 중곡동 150-212","서울특별시 광진구 긴고랑로 96-1",143220,4922,""127.086048917585"",""37.5600307272983""
21743015,안경나라신도림테크노마트,,D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,G47822,"안경 소매업",11,서울특별시,11530,구로구,1153010200,구로동,"서울특별시 구로구 구로동 3-25","서울특별시 구로구 새말로 97",152725,8288,""126.89020763235"",""37.5070380397769""
21822936,안국승복,,D,소매,D05,의복의류,D05A15,법복(승복)판매,G47416,"셔츠 및 기타 의복 소매업",11,서울특별시,11110,종로구,1111018700,무악동,"서울특별시 종로구 무악동 63-9","서울특별시 종로구 통일로 266",110814,3030,""126.956772882531"",""37.5758717219093""
21727056,꼬마동산어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,"보육시설 운영업",26,부산광역시,26230,부산진구,2623011000,가야동,"부산광역시 부산진구 가야동 588","부산광역시 부산진구 가야공원로 39",614795,47383,""129.030302667657"",""35.149697557297""
21585804,개별용달,,F,생활서비스,F04,운송/배달/택배,F04A06,종합이삿짐대행,H49311,"일반 화물자동차 운송업",11,서울특별시,11380,은평구,1138010400,갈현동,"서울특별시 은평구 갈현동 520-5","서울특별시 은평구 갈현로23길 19",122050,3325,""126.912065447518"",""37.6171589039291""
21784850,부흥공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11320,도봉구,1132010600,방학동,"서울특별시 도봉구 방학동 646-3","서울특별시 도봉구 도당로19길 44",132020,1352,""127.039520623968"",""37.6690114257561""
21785066,약수학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,"일반 교과 학원",11,서울특별시,11320,도봉구,1132010600,방학동,"서울특별시 도봉구 방학동 446-13","서울특별시 도봉구 시루봉로 130",132020,1359,""127.027727474584"",""37.6624093631103""
21805270,장안자원,,D,소매,D24,중고품소매/교환,D24A02,재활용/고물수집,G47869,"기타 중고상품 소매업",11,서울특별시,11230,동대문구,1123010600,장안동,"서울특별시 동대문구 장안동 409-9","서울특별시 동대문구 한천로2길 39",130100,2632,""127.060646429925"",""37.5630030402384""
21786586,제천공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11260,중랑구,1126010100,면목동,"서울특별시 중랑구 면목동 370-5","서울특별시 중랑구 면목로29길 16",131200,2244,""127.084949545506"",""37.5758806670206""
21787201,LOOKOPTCAL,,D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,G47822,"안경 소매업",11,서울특별시,11200,성동구,1120010700,행당동,"서울특별시 성동구 행당동 19-54","서울특별시 성동구 마조로 17",133070,4760,""127.040452117273"",""37.5595518167192""
21826310,에이원상사,,D,소매,D03,종합소매점,D03A03,잡화점,G47190,"그외 기타 종합 소매업",11,서울특별시,11170,용산구,1117013000,이태원동,"서울특별시 용산구 이태원동 119-11","서울특별시 용산구 이태원로 171",140200,4350,""126.993102164077"",""37.5346400457222""
21596937,청솔어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,"보육시설 운영업",11,서울특별시,11530,구로구,1153010200,구로동,"서울특별시 구로구 구로동 429-40","서울특별시 구로구 가마산로20라길 20-16",152050,8307,""126.887627759691"",""37.4911013252262""
21613320,현대피아노,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,"예술 학원",11,서울특별시,11200,성동구,1120011400,성수동1가,"서울특별시 성동구 성수동1가 676-5","서울특별시 성동구 서울숲길 25",133110,4766,""127.040628488321"",""37.5484433316258""
21624172,진성고물상,,D,소매,D24,중고품소매/교환,D24A02,재활용/고물수집,G47869,"기타 중고상품 소매업",26,부산광역시,26260,동래구,2626010800,온천동,"부산광역시 동래구 온천동 1378-27","부산광역시 동래구 여고북로73번길 46",607060,47838,""129.068923097062"",""35.2025539474874""
21787995,LG에어컨,,F,생활서비스,F03,개인/가정용품수리,F03A05,에어컨수리/설치,S95310,"가전제품 수리업",11,서울특별시,11320,도봉구,1132010700,창동,"서울특별시 도봉구 창동 807","서울특별시 도봉구 마들로 551",132792,1410,""127.048019361107"",""37.6594573086209""
21745773,타임교육,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,"일반 교과 학원",11,서울특별시,11470,양천구,1147010200,목동,"서울특별시 양천구 목동 408-216","서울특별시 양천구 목동서로 258",158050,8003,""126.869156024175"",""37.5244627245364""
21614026,팔도공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11740,강동구,1174010100,명일동,"서울특별시 강동구 명일동 294","서울특별시 강동구 양재대로 1656",134781,5266,""127.145651254562"",""37.5512863150877""
21807804,프로싸인,,F,생활서비스,F12,광고/인쇄,F12A02,간판제작종합,C33910,"간판 및 광고물 제조업",11,서울특별시,11380,은평구,1138010800,역촌동,"서울특별시 은평구 역촌동 48-23","서울특별시 은평구 역말로 31",122900,3416,""126.913758751748"",""37.6058755883464""
21847753,한마음공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11560,영등포구,1156012100,문래동3가,"서울특별시 영등포구 문래동3가 36-6","서울특별시 영등포구 문래로 149",150834,7293,""126.898506452255"",""37.5187932428946""
21847808,반포우체국,,F,생활서비스,F04,운송/배달/택배,F04B08,우체국/우편물취급소,J61100,우편업,11,서울특별시,11650,서초구,1165010700,반포동,"서울특별시 서초구 반포동 4-13","서울특별시 서초구 신반포로19길 40",137040,6504,""126.99469425143"",""37.5045315207525""
21605806,알토란비즈,,D,소매,D08,사무/문구/컴퓨터,D08A02,사무용기기소매,G47821,"사무용 기기 소매업",11,서울특별시,11230,동대문구,1123010900,휘경동,"서울특별시 동대문구 휘경동 289-2","서울특별시 동대문구 망우로18길 67-2",130090,2498,""127.062892028464"",""37.5870427743676""
21606051,만물수리,,F,생활서비스,F03,개인/가정용품수리,F03A02,가전제품수리,S95310,"가전제품 수리업",26,부산광역시,26470,연제구,2647010200,연산동,"부산광역시 연제구 연산동 312-38","부산광역시 연제구 연동로 4-1",611080,47552,""129.093369516309"",""35.1886887272335""
21789656,부동산타워,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11470,양천구,1147010200,목동,"서울특별시 양천구 목동 750-4","서울특별시 양천구 목동중앙본로 36",158050,7975,""126.869301096459"",""37.5395835346876""
21809068,퀸플라워꽃배달전국,체인본부,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,"화초 및 산식물 소매업",11,서울특별시,11215,광진구,1121510100,중곡동,"서울특별시 광진구 중곡동 257-27","서울특별시 광진구 능동로43길 37",143220,4915,""127.079407607782"",""37.561646070738""
21713884,한국발레하우스,,R,학문/교육,R05,학원-음악미술무용,R05A05,학원-무용,P85620,"예술 학원",11,서울특별시,11650,서초구,1165010100,방배동,"서울특별시 서초구 방배동 978-32","서울특별시 서초구 효령로 81",137060,6688,""126.993085714414"",""37.4802884896971""
21626465,한국귀금속도매상가,,D,소매,D26,시계/귀금속소매,D26A01,시계/귀금속,G47830,"시계 및 귀금속 소매업",26,부산광역시,26230,부산진구,2623010400,범천동,"부산광역시 부산진구 범천동 727-6","부산광역시 부산진구 골드테마길 25",614020,47365,""129.059944058077"",""35.1428166389927""
21775614,아인피아노,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,"예술 학원",11,서울특별시,11410,서대문구,1141011000,북아현동,"서울특별시 서대문구 북아현동 109","서울특별시 서대문구 신촌로37길 17-2",120820,3757,""126.957270486337"",""37.5580445399383""
