no,shopname,localname,code1,codename1,code2,codename2,code3,codename3,code4,codename4,citycode,city,gucode,gu,dongcode,dong,jibuaddress,address,oldpostcode,postcode,lng,lat
20854472,리치노래방,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,"노래연습장 운영업",11,서울특별시,11215,광진구,1121510400,광장동,"서울특별시 광진구 광장동 323-2","서울특별시 광진구 아차산로78길 182",143808,4969,""127.107894941802"",""37.5476101190551""
20869718,씨앤미치과,,S,의료,S01,병원,S01B04,치과의원,Q86202,"치과 의원",11,서울특별시,11740,강동구,1174010900,천호동,"서울특별시 강동구 천호동 447","서울특별시 강동구 천호대로 1097",134020,5339,""127.133509195332"",""37.5355104617519""
20870076,동아조명,,D,소매,D07,가정/주방/인테리어,D07A10,조명기구/전기용품,G47591,"전기용품 및 조명장치 소매업",11,서울특별시,11170,용산구,1117012800,한강로3가,"서울특별시 용산구 한강로3가 1-3","서울특별시 용산구 청파로 101",140877,4366,""126.962150115407"",""37.5334530100537""
20870378,오리진,,S,의료,S01,병원,S01B02,일반병원,Q86102,"일반 병원",11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 570-3","서울특별시 강남구 논현로167길 15",135891,6031,""127.026817064414"",""37.5244344758789""
20870484,오피스알파,문구길동역점,D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,"문구용품 소매업",11,서울특별시,11740,강동구,1174010500,길동,"서울특별시 강동구 길동 411-1","서울특별시 강동구 양재대로 1466",134880,5352,""127.139853942807"",""37.5367552507466""
21110636,혜성공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",26,부산광역시,26350,해운대구,2635010700,좌동,"부산광역시 해운대구 좌동 1274","부산광역시 해운대구 대천로 56",612795,48082,""129.171304510782"",""35.1726005646526""
20927403,삼익피아노강동대리점,강동대리점,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,"예술 학원",11,서울특별시,11740,강동구,1174010900,천호동,"서울특별시 강동구 천호동 410-105","서울특별시 강동구 진황도로 18",134020,5335,""127.129075332597"",""37.5392622806945""
20855710,진흥약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,"의약품 및 의료용품 소매업",11,서울특별시,11740,강동구,1174010600,둔촌동,"서울특별시 강동구 둔촌동 630","서울특별시 강동구 명일로 172",134767,5360,""127.145054912829"",""37.5341348997734""
20907491,파랑새어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,"보육시설 운영업",11,서울특별시,11320,도봉구,1132010700,창동,"서울특별시 도봉구 창동 374","서울특별시 도봉구 덕릉로 329",132040,1424,""127.045486496025"",""37.6448310888622""
20966240,설악피아노학원,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,"예술 학원",11,서울특별시,11650,서초구,1165010600,잠원동,"서울특별시 서초구 잠원동 50-2","서울특별시 서초구 잠원로14길 29",137723,6515,""127.015432033716"",""37.5178435355565""
20901887,구진렌트카,,F,생활서비스,F07,물품기기대여,F07A11,렌트카,L69110,"자동차 임대업",11,서울특별시,11260,중랑구,1126010500,망우동,"서울특별시 중랑구 망우동 349-29","서울특별시 중랑구 망우로71길 60",131230,2060,""127.102285008764"",""37.6029820912576""
20846187,반석공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11740,강동구,1174010100,명일동,"서울특별시 강동구 명일동 15","서울특별시 강동구 고덕로 210",134756,5267,""127.147048586973"",""37.5538013497357""
20846411,해동카센타,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 936-17","서울특별시 강남구 도곡로63길 13",135280,6206,""127.054011166871"",""37.4977859678661""
20846680,삼성라지에타,,D,소매,D23,자동차/자동차용품,D23A06,자동차부품판매,G45219,"기타 자동차신품 부품 및 내장품 판매업",11,서울특별시,11740,강동구,1174010300,상일동,"서울특별시 강동구 상일동 19-4","서울특별시 강동구 조정대로31번길 14",134834,5286,""127.181919258021"",""37.5496149029964""
20872409,서광카센타,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,11,서울특별시,11680,강남구,1168010400,청담동,"서울특별시 강남구 청담동 2-19","서울특별시 강남구 도산대로 418",135948,6062,""127.041283234256"",""37.5229399099487""
20968054,강변공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11650,서초구,1165010600,잠원동,"서울특별시 서초구 잠원동 53","서울특별시 서초구 잠원로12길 4",137907,6517,""127.012702043909"",""37.5181271039685""
20857327,Mr박의돈워리,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11200,성동구,1120010200,하왕십리동,"서울특별시 성동구 하왕십리동 258","서울특별시 성동구 무학로 50",133773,4703,""127.032689053817"",""37.5690665836916""
20882530,영진자동차매매상사,,D,소매,D23,자동차/자동차용품,D23A02,중고자동차판매,G45120,"중고 자동차 판매업",11,서울특별시,11740,강동구,1174010600,둔촌동,"서울특별시 강동구 둔촌동 609-6","서울특별시 강동구 천호대로 1210",134060,5360,""127.145645606966"",""37.5349230946017""
20903064,부동산명가공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11710,송파구,1171010600,삼전동,"서울특별시 송파구 삼전동 45","서울특별시 송파구 삼전로6길 18",138838,5592,""127.089033814624"",""37.5026205920814""
21111875,동일타일,,D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,"그외 기타 분류안된 가정용품 소매업",26,부산광역시,26350,해운대구,2635010500,우동,"부산광역시 해운대구 우동 639-6","부산광역시 해운대구 해운대로 600",612020,48094,""129.157008487283"",""35.1623089881507""
20872893,수피디톡스,,D,소매,D10,건강/미용식품,D10A01,다이어트상품판매,G47216,"건강보조식품 소매업",26,부산광역시,26530,사상구,2653010400,괘법동,"부산광역시 사상구 괘법동 522-11","부산광역시 사상구 광장로37번길 67",617808,46962,""128.980881255157"",""35.1659993945683""
20872995,고운나라성형외과,,S,의료,S01,병원,S01B08,정형/성형외과,Q86201,"일반 의원",11,서울특별시,11740,강동구,1174010800,성내동,"서울특별시 강동구 성내동 9-5","서울특별시 강동구 천호대로 1032",134030,5379,""127.126506567983"",""37.5373330695593""
20894528,에덴피아노음악학원,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,"예술 학원",11,서울특별시,11350,노원구,1135010300,공릉동,"서울특별시 노원구 공릉동 269-6","서울특별시 노원구 공릉로32길 24",139240,1825,""127.08049049093"",""37.621772214375""
20848680,밀양가구할인마트,,D,소매,D15,가구소매,D15A01,일반가구소매,G47520,"가구 소매업",26,부산광역시,26530,사상구,2653010500,감전동,"부산광역시 사상구 감전동 121-1","부산광역시 사상구 괘감로 86",617800,46981,""128.984028087879"",""35.1575007250742""
20849789,제일전자보수,,F,생활서비스,F03,개인/가정용품수리,F03A01,개인/가정용품수리-종합,S95399,"그외 기타 개인 및 가정용품 수리업",11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 626","서울특별시 강남구 남부순환로 2917",135280,6280,""127.059147069334"",""37.4931595049826""
20874307,월당,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,"일식 음식점업",11,서울특별시,11170,용산구,1117013100,한남동,"서울특별시 용산구 한남동 683-42","서울특별시 용산구 이태원로42길 42",140892,4400,""127.000806682355"",""37.5363994566234""
20883281,중앙부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11650,서초구,1165010700,반포동,"서울특별시 서초구 반포동 2-8","서울특별시 서초구 신반포로15길 29",137040,6503,""126.994681807611"",""37.5054594982065""
20894676,핸디페어에코,신내점,D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,"그외 기타 분류안된 가정용품 소매업",11,서울특별시,11260,중랑구,1126010600,신내동,"서울특별시 중랑구 신내동 409-4","서울특별시 중랑구 봉화산로54길 32",131130,2067,""127.09793057252"",""37.6062557199937""
20861438,이엠학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,"일반 교과 학원",11,서울특별시,11215,광진구,1121510900,군자동,"서울특별시 광진구 군자동 48-24","서울특별시 광진구 군자로 141",143837,4999,""127.074812371712"",""37.5543026393001""
21115256,상신가스,,D,소매,D25,기타판매업,D25A12,LPG판매,G47723,"가정용 가스연료 소매업",26,부산광역시,26440,강서구,2644010400,명지동,"부산광역시 강서구 명지동 2-757","부산광역시 강서구 경등중앙길 159",618813,46717,""128.928695698922"",""35.118600089334""
20862261,플라이웍스,,F,생활서비스,F12,광고/인쇄,F12A01,인쇄종합,C18119,"기타 인쇄업",11,서울특별시,11170,용산구,1117013000,이태원동,"서울특별시 용산구 이태원동 183-1","서울특별시 용산구 이태원로 145",140200,4351,""126.989889624723"",""37.5345765684078""
20816709,이즈타워약,,S,의료,S02,약국/한약방,S02A01,약국,G47811,"의약품 및 의료용품 소매업",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 821","서울특별시 강남구 테헤란로 101",135080,6134,""127.028022534124"",""37.4986562606686""
21079757,자미온하우스,,D,소매,D07,가정/주방/인테리어,D07A03,침구/수예품,G47411,"가정용 직물제품 소매업",26,부산광역시,26350,해운대구,2635010500,우동,"부산광역시 해운대구 우동 1496","부산광역시 해운대구 센텀남대로 59",612020,48058,""129.131099324358"",""35.1698729034813""
21080049,사하공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",26,부산광역시,26380,사하구,2638010100,괴정동,"부산광역시 사하구 괴정동 552-14","부산광역시 사하구 괴정로 219",604813,49402,""128.985523092843"",""35.0975812852608""
21080380,세잔미술학원,,R,학문/교육,R05,학원-음악미술무용,R05A01,서예/서화/미술,P85620,"예술 학원",26,부산광역시,26380,사하구,2638010200,당리동,"부산광역시 사하구 당리동 313-9","부산광역시 사하구 제석로 33",604713,49326,""128.972426314968"",""35.1048712598202""
21065376,금색상회,,D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,"화장품 및 방향제 소매업",26,부산광역시,26380,사하구,2638010300,하단동,"부산광역시 사하구 하단동 485-6","부산광역시 사하구 낙동대로575번길 52",604851,49307,""128.961366217527"",""35.1120445402727""
21010835,수목공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",26,부산광역시,26230,부산진구,2623010300,부전동,"부산광역시 부산진구 부전동 525-8","부산광역시 부산진구 신천대로102번길 37",614030,47284,""129.05578249205"",""35.1536696969535""
21070432,엘지자동펌프서비스센터,,F,생활서비스,F03,개인/가정용품수리,F03A02,가전제품수리,S95310,"가전제품 수리업",26,부산광역시,26260,동래구,2626010500,복천동,"부산광역시 동래구 복천동 500-1","부산광역시 동래구 복천로5번길 34",607751,47803,""129.087262775427"",""35.205851969101""
21140768,팔레드시즈웨딩하우스,,F,생활서비스,F17,예식/의례/관혼상제,F17A01,예식장/예식서비스,S96991,예식장업,26,부산광역시,26350,해운대구,2635010600,중동,"부산광역시 해운대구 중동 1124-2","부산광역시 해운대구 해운대해변로298번길 24",612010,48099,""129.166604817644"",""35.1602158913492""
21058660,암행어사온돌침대,,D,소매,D15,가구소매,D15A08,가구판매-돌침대,G47520,"가구 소매업",26,부산광역시,26440,강서구,2644010100,대저1동,"부산광역시 강서구 대저1동 2323","부산광역시 강서구 체육공원로6번길 211",618803,46703,""128.98236016099"",""35.2104532328619""
21058878,동남무도장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A06,무도장,R91291,"무도장 운영업",26,부산광역시,26470,연제구,2647010200,연산동,"부산광역시 연제구 연산동 708-6","부산광역시 연제구 월드컵대로111번길 6-3",611080,47596,""129.081998674618"",""35.1840495621605""
21128898,다사랑요양병원,,S,의료,S01,병원,S01B17,노인/치매병원,Q86102,"일반 병원",26,부산광역시,26320,북구,2632010300,만덕동,"부산광역시 북구 만덕동 136-2","부산광역시 북구 덕천로 339",616110,46610,""129.040772964856"",""35.2091539574761""
21013731,세종언어치료센터,,S,의료,S03,유사의료업,S03B07,언어치료,Q86902,"유사 의료업",26,부산광역시,26410,금정구,2641010700,구서동,"부산광역시 금정구 구서동 84-1","부산광역시 금정구 중앙대로 1817-11",609310,46273,""129.091662218015"",""35.2465276774802""
21033621,제일철물,,D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,G47511,"철물 및 난방용구 소매업",26,부산광역시,26260,동래구,2626010600,수안동,"부산광역시 동래구 수안동 39-50","부산광역시 동래구 수안로8번길 3",607823,47884,""129.08806288341"",""35.1950281835553""
21048580,현대자동차부산중부트럭지점,부산중부트럭지점,D,소매,D23,자동차/자동차용품,D23A01,자동차판매,G45110,"자동차 신품 판매업",26,부산광역시,26290,남구,2629010800,용당동,"부산광역시 남구 용당동 128-9","부산광역시 남구 신선로 340",608829,48560,""129.095999056637"",""35.1170676103847""
21118702,합천카서비스,,D,소매,D23,자동차/자동차용품,D23A07,자동차장식품판매,G45219,"기타 자동차신품 부품 및 내장품 판매업",26,부산광역시,26260,동래구,2626010100,명장동,"부산광역시 동래구 명장동 133-6","부산광역시 동래구 명장로 32-1",607110,47773,""129.104524626717"",""35.2048754763408""
21067020,엘리제음악학원,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,"예술 학원",26,부산광역시,26380,사하구,2638010500,장림동,"부산광역시 사하구 장림동 532","부산광역시 사하구 장평로41번길 19",604771,49491,""128.972614773697"",""35.0690116278262""
21068260,괴정공인중개사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",26,부산광역시,26380,사하구,2638010100,괴정동,"부산광역시 사하구 괴정동 740-1","부산광역시 사하구 낙동대로 261",604855,49379,""128.98856667209"",""35.098944675682""
21014213,키즈북렌탈목동점,목동점,D,소매,D05,의복의류,D05A05,아동복판매,G47416,"셔츠 및 기타 의복 소매업",11,서울특별시,11470,양천구,1147010200,목동,"서울특별시 양천구 목동 907-17","서울특별시 양천구 목동동로 379",158050,7983,""126.878695955912"",""37.5356004295454""
21014558,제일중앙보습학원,,R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,"일반 교과 학원",11,서울특별시,11350,노원구,1135010500,상계동,"서울특별시 노원구 상계동 693","서울특별시 노원구 동일로 1426",139200,1694,""127.060530750824"",""37.655944474372""
21055207,삼성수학,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,"일반 교과 학원",11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 975-16","서울특별시 강남구 삼성로64길 27",135280,6190,""127.062606954082"",""37.5004405240869""
21062450,백운철학관,,F,생활서비스,F11,개인서비스,F11A02,운명감정작명,S96992,"점술 및 유사 서비스업",26,부산광역시,26230,부산진구,2623010900,당감동,"부산광역시 부산진구 당감동 818-89","부산광역시 부산진구 가야대로 687-1",614100,47262,""129.046868182863"",""35.1569109404506""
21062789,기장주공어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,"보육시설 운영업",26,부산광역시,26710,기장군,2671025025,기장읍,"부산광역시 기장군 기장읍 서부리 101","부산광역시 기장군 기장읍 차성서로 123",619703,46059,""129.209488794465"",""35.2447043907399""
21036229,엘지,,F,생활서비스,F03,개인/가정용품수리,F03A05,에어컨수리/설치,S95310,"가전제품 수리업",26,부산광역시,26260,동래구,2626010100,명장동,"부산광역시 동래구 명장동 145-37","부산광역시 동래구 명장로 60-5",607110,47775,""129.107470614628"",""35.2042716831541""
21051685,청실홍실금은시계,,D,소매,D26,시계/귀금속소매,D26A01,시계/귀금속,G47830,"시계 및 귀금속 소매업",11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 629","서울특별시 강남구 남부순환로 2913",135280,6280,""127.058507747737"",""37.492739924937""
21057275,웅진코웨이렌탈사업부,,D,소매,D07,가정/주방/인테리어,D07A05,정수기연수기,G47320,"가전제품 소매업",26,부산광역시,26710,기장군,2671025624,정관읍,"부산광역시 기장군 정관읍 월평리 138-1","부산광역시 기장군 정관읍 월평1길 7",619962,46000,""129.140027928609"",""35.3584636815708""
21037602,지에스칼텍스오토오아시스부산점,오토오아시스부산점,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,26,부산광역시,26500,수영구,2650010400,광안동,"부산광역시 수영구 광안동 164-1","부산광역시 수영구 수영로 554",613100,48298,""129.112874531441"",""35.1551958799727""
21064044,인테리어,,D,소매,D21,철물/난방/건설자재소매,D21A02,보일러/냉난방용품,G47511,"철물 및 난방용구 소매업",26,부산광역시,26380,사하구,2638010100,괴정동,"부산광역시 사하구 괴정동 654-17","부산광역시 사하구 장평로443번길 130",604813,49399,""128.978865657383"",""35.09942000501""
21042840,카스전자저울,,D,소매,D18,사진/광학/정밀기기소매,D18A06,저울판매,G47829,"기타 광학 및 정밀 기기 소매업",26,부산광역시,26440,강서구,2644010900,송정동,"부산광역시 강서구 송정동 1631-6","부산광역시 강서구 녹산산단335로 24-8",618819,46754,""128.854821320191"",""35.0904874807441""
21038810,참조은부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",26,부산광역시,26230,부산진구,2623011100,개금동,"부산광역시 부산진구 개금동 618-2","부산광역시 부산진구 복지로 70",614771,47387,""129.019662280679"",""35.1474709763083""
21038905,청용카,,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,26,부산광역시,26410,금정구,2641010400,남산동,"부산광역시 금정구 남산동 17-1","부산광역시 금정구 금강로 740",609812,46218,""129.08916589324"",""35.2734742247778""
21060731,신라부동산공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",26,부산광역시,26350,해운대구,2635010700,좌동,"부산광역시 해운대구 좌동 1323","부산광역시 해운대구 좌동순환로 280",612794,48110,""129.182345609333"",""35.1709158837773""
21504717,BASE스튜디오,,F,생활서비스,F06,사진,F06A01,사진관,M73301,"인물사진 및 행사용비디오 촬영업",11,서울특별시,11170,용산구,1117013100,한남동,"서울특별시 용산구 한남동 1-253","서울특별시 용산구 유엔빌리지길 151",140884,4420,""127.012681716645"",""37.5351207345098""
21682397,이우복영어문화원,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,26,부산광역시,26380,사하구,2638010100,괴정동,"부산광역시 사하구 괴정동 534-3","부산광역시 사하구 괴정로 256",604812,49386,""128.989287163537"",""35.0968475332585""
21701053,월드태국황실마사지,,N,관광/여가/오락,N05,요가/단전/마사지,N05A06,스포츠마사지,S96122,마사지업,26,부산광역시,26350,해운대구,2635010600,중동,"부산광역시 해운대구 중동 1398-16","부산광역시 해운대구 해운대해변로 315",612010,48095,""129.164545995126"",""35.1620835303785""
21638112,다나한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,11,서울특별시,11410,서대문구,1141011100,홍제동,"서울특별시 서대문구 홍제동 158-33","서울특별시 서대문구 통일로 413",120711,3646,""126.946416264529"",""37.5861686964285""
21638129,월드탑공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11545,금천구,1154510200,독산동,"서울특별시 금천구 독산동 903-10","서울특별시 금천구 남부순환로128길 21",153010,8548,""126.907429438501"",""37.4793742634476""
21552558,구몬학습중랑지국,,R,학문/교육,R13,학문교육기타,R13A01,학습지보급,P85503,"방문 교육 학원",11,서울특별시,11260,중랑구,1126010400,묵동,"서울특별시 중랑구 묵동 250-23","서울특별시 중랑구 동일로 847",131140,2013,""127.078307009812"",""37.605941904842""
21552886,명작양화점,양화점,D,소매,D06,가방/신발/액세서리,D06A02,구두제화/캐주얼화,G47420,"신발 소매업",26,부산광역시,26140,서구,2614012000,충무동1가,"부산광역시 서구 충무동1가 7-15","부산광역시 서구 구덕로 96",602011,49247,""129.02526586325"",""35.0972156732686""
21491957,화인에너지천일주유소,,F,생활서비스,F16,주유소/충전소,F16A01,주유소,G47711,"차량용 주유소 운영업",26,부산광역시,26170,동구,2617010100,초량동,"부산광역시 동구 초량동 1211-9","부산광역시 동구 중앙대로 168",601010,48822,""129.038784029757"",""35.1123793709858""
21640125,삼성공인중개사,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",26,부산광역시,26230,부산진구,2623010700,초읍동,"부산광역시 부산진구 초읍동 269-59","부산광역시 부산진구 새싹로 200",614871,47127,""129.049336515936"",""35.1739078700939""
21674498,대산국제국내웨딩,,F,생활서비스,F17,예식/의례/관혼상제,F17A01,예식장/예식서비스,S96991,예식장업,11,서울특별시,11215,광진구,1121510700,화양동,"서울특별시 광진구 화양동 48-3","서울특별시 광진구 아차산로 213",143917,5019,""127.067186933902"",""37.5413666303843""
21701225,스킨러브,,N,관광/여가/오락,N05,요가/단전/마사지,N05A06,스포츠마사지,S96122,마사지업,26,부산광역시,26470,연제구,2647010200,연산동,"부산광역시 연제구 연산동 709-7","부산광역시 연제구 월드컵대로 113",611080,47596,""129.082289600044"",""35.1844616003581""
21702616,보경화이나,,F,생활서비스,F06,사진,F06A01,사진관,M73301,"인물사진 및 행사용비디오 촬영업",11,서울특별시,11620,관악구,1162010100,봉천동,"서울특별시 관악구 봉천동 951-25","서울특별시 관악구 은천로 28",151050,8749,""126.938361515567"",""37.4859185601308""
21544237,한국샷시,,D,소매,D21,철물/난방/건설자재소매,D21A08,셔터/새시판매,G47511,"철물 및 난방용구 소매업",26,부산광역시,26140,서구,2614012400,암남동,"부산광역시 서구 암남동 387","부산광역시 서구 암남로94번길 11-5",602831,49270,""129.014204317051"",""35.0763509960908""
21435051,창신상회,,D,소매,D06,가방/신발/액세서리,D06A01,신발소매,G47420,"신발 소매업",26,부산광역시,26170,동구,2617010400,범일동,"부산광역시 동구 범일동 830-24","부산광역시 동구 조방로 48",601703,48739,""129.061061577534"",""35.1409860421032""
21675599,시사주니어부산가야지국,부산가야지국,F,생활서비스,F11,개인서비스,F11A02,운명감정작명,S96992,"점술 및 유사 서비스업",26,부산광역시,26230,부산진구,2623011000,가야동,"부산광역시 부산진구 가야동 275-6","부산광역시 부산진구 가야대로588번길 17",614010,47330,""129.03579879234"",""35.1538512004375""
21683903,럭키사진관,,F,생활서비스,F06,사진,F06A01,사진관,M73301,"인물사진 및 행사용비디오 촬영업",26,부산광역시,26380,사하구,2638010200,당리동,"부산광역시 사하구 당리동 325-30","부산광역시 사하구 낙동대로 395",604830,49411,""128.974794111476"",""35.1029052031039""
21677279,조은유학원,,F,생활서비스,F08,대행업,F08A07,이민유학알선,S96999,"그외 기타 달리 분류되지 않은 개인 서비스업",11,서울특별시,11110,종로구,1111013500,관철동,"서울특별시 종로구 관철동 11-1","서울특별시 종로구 삼일대로15길 13",110111,3190,""126.98672255071"",""37.568771097397""
21645478,우정가스석유상사,,F,생활서비스,F15,주택수리,F15A05,가스설비,F42201,"배관 및 냉·난방 공사업",26,부산광역시,26170,동구,2617010100,초량동,"부산광역시 동구 초량동 647-8","부산광역시 동구 홍곡로 29",601010,48800,""129.039254645205"",""35.1226603116299""
21498541,대성오토바이부속상사,,F,생활서비스,F14,자동차/이륜차,F14A03,오토바이판매/수리,,,11,서울특별시,11530,구로구,1153010300,가리봉동,"서울특별시 구로구 가리봉동 107-44","서울특별시 구로구 우마1길 51",152800,8384,""126.889349440449"",""37.4840352995821""
21698889,소망공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11470,양천구,1147010100,신정동,"서울특별시 양천구 신정동 1259","서울특별시 양천구 신정로 293",158785,8078,""126.855022903655"",""37.514297984481""
21649513,여원전인방,,D,소매,D08,사무/문구/컴퓨터,D08A10,인장/도장,G47612,"문구용품 소매업",11,서울특별시,11305,강북구,1130510300,수유동,"서울특별시 강북구 수유동 293-3","서울특별시 강북구 인수봉로78길 31",142070,1030,""127.012732352947"",""37.6444353844648""
21776509,금성공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11230,동대문구,1123010900,휘경동,"서울특별시 동대문구 휘경동 312-65","서울특별시 동대문구 망우로6길 8",130090,2493,""127.055132048833"",""37.5873503390119""
21778334,재윤건축인테리어,,D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,"그외 기타 분류안된 가정용품 소매업",11,서울특별시,11215,광진구,1121510100,중곡동,"서울특별시 광진구 중곡동 39-38","서울특별시 광진구 긴고랑로 71",143220,4937,""127.083924315261"",""37.5616091192303""
21607296,협동이삿짐센터,,F,생활서비스,F04,운송/배달/택배,F04A06,종합이삿짐대행,H49311,"일반 화물자동차 운송업",11,서울특별시,11545,금천구,1154510200,독산동,"서울특별시 금천구 독산동 332-1","서울특별시 금천구 범안로15길 41",153010,8586,""126.892419825298"",""37.4682957784861""
21797536,한일철물,,D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,G47511,"철물 및 난방용구 소매업",11,서울특별시,11260,중랑구,1126010300,중화동,"서울특별시 중랑구 중화동 332-95","서울특별시 중랑구 동일로143길 75",131120,2015,""127.074335061677"",""37.6047574831589""
21798411,왕수학이화학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,"일반 교과 학원",11,서울특별시,11230,동대문구,1123010700,청량리동,"서울특별시 동대문구 청량리동 205-562","서울특별시 동대문구 회기로8길 42",130868,2468,""127.041341832243"",""37.5908072711423""
21832062,중앙해수랜드,,F,생활서비스,F09,대중목욕탕/휴게,F09A03,목욕업-찜질방,S96121,욕탕업,26,부산광역시,26290,남구,2629010700,용호동,"부산광역시 남구 용호동 170","부산광역시 남구 용호로 64",608090,48523,""129.110661814424"",""35.125623566133""
21793686,이수부동산공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11290,성북구,1129010300,돈암동,"서울특별시 성북구 돈암동 636","서울특별시 성북구 북악산로 844",136793,2828,""127.019299750646"",""37.5973749762377""
21812677,영진자동차매매상사,,D,소매,D23,자동차/자동차용품,D23A02,중고자동차판매,G45120,"중고 자동차 판매업",11,서울특별시,11380,은평구,1138010400,갈현동,"서울특별시 은평구 갈현동 448-14","서울특별시 은평구 갈현로31길 13-7",122050,3321,""126.914188953388"",""37.6199085808764""
21589838,신세계약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,"의약품 및 의료용품 소매업",11,서울특별시,11260,중랑구,1126010600,신내동,"서울특별시 중랑구 신내동 646","서울특별시 중랑구 신내로 211",131130,2024,""127.092597215517"",""37.6164236455441""
21779062,일흥부동산,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11350,노원구,1135010300,공릉동,"서울특별시 노원구 공릉동 502-1","서울특별시 노원구 동일로190길 30",139240,1844,""127.074902823407"",""37.625666082771""
21779852,개전리구판장,,D,소매,D03,종합소매점,D03B06,구판장/직판장,G47129,"기타 음·식료품 위주 종합 소매업",11,서울특별시,11410,서대문구,1141011300,대신동,"서울특별시 서대문구 대신동 126-25","서울특별시 서대문구 봉원사길 22",120160,3721,""126.946495373006"",""37.5676981325846""
